
📋 Regression Summary:

                                Test Iteration Status Count    Log File
riscv_floating_point_arithmetic_test        84 FAILED   178 diff_84.log
riscv_floating_point_arithmetic_test        85 FAILED  1312 diff_85.log
riscv_floating_point_arithmetic_test        86 FAILED   168 diff_86.log
riscv_floating_point_arithmetic_test        87 FAILED   986 diff_87.log
riscv_floating_point_arithmetic_test        88 FAILED   211 diff_88.log
riscv_floating_point_arithmetic_test        89 FAILED   290 diff_89.log
riscv_floating_point_arithmetic_test         9 FAILED   369  diff_9.log
riscv_floating_point_arithmetic_test        90 FAILED   380 diff_90.log
riscv_floating_point_arithmetic_test        91 FAILED   248 diff_91.log
riscv_floating_point_arithmetic_test        92 FAILED   476 diff_92.log
riscv_floating_point_arithmetic_test        93 FAILED  1468 diff_93.log
riscv_floating_point_arithmetic_test        94 FAILED   336 diff_94.log
riscv_floating_point_arithmetic_test        95 FAILED   630 diff_95.log
riscv_floating_point_arithmetic_test        96 FAILED   992 diff_96.log
riscv_floating_point_arithmetic_test        97 FAILED   374 diff_97.log
riscv_floating_point_arithmetic_test        98 FAILED   711 diff_98.log
riscv_floating_point_arithmetic_test        99 FAILED   713 diff_99.log

❌❌❌❌❌❌

